MARITAL_STATUS,STATE,CREDIT_BALANCE,TIME_AS_CUSTOMER,MORTGAGE_AMOUNT,BANK_FUNDS,N_OF_DEPENDENTS,HAS_CHILDREN,SALARY,CUST_ID,SEX,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOUSE_OWNERSHIP,N_TRANS_WEB_BANK,BUY_INSURANCE,MONTHLY_CHECKS_WRITTEN,N_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,LTV,T_AMOUNT_AUTOM_PAYMENTS,N_TRANS_TELLER,CHECKING_AMOUNT,N_TRANS_ATM,LTV_BIN,LAST,N_MORTGAGES,CAR_OWNERSHIP,FIRST
MARRIED,DC,0,1,1300,0,1,NO,78983,CU14654,Female,PROF-33,2500,NorthEast,1,1300,No,1,1,29,53.3,31145.75,0,1,25,3,VERY HIGH,DEMETRIA,1,YES,PEACOCK
MARRIED,MN,0,3,700,0,3,NO,62830,CU14655,Male,Waiter/Waitress,1500,West,1,700,No,1,1,20,53.06,23207.5,0,0,25,0,HIGH,ZACK,1,YES,CHAMPAGNE
DIVORCED,NY,0,1,4000,3850,1,NO,56999,CU14656,Female,PROF-25,4000,NorthEast,1,850,Yes,4,1,42,56.19,26949.75,1739,1,25,6,HIGH,POLLY,1,YES,GORMAN
SINGLE,CA,0,5,0,500,5,NO,54731,CU14657,Female,Programmer/Developer,2500,West,0,0,No,0,1,34,53.22,9582.75,0,2,25,3,LOW,ALYSIA,0,NO,TUCKER
MARRIED,NY,0,5,1000,0,5,NO,78006,CU14658,Female,Lab Technician,2500,NorthEast,1,1000,No,1,1,22,53.04,24201.5,0,0,25,2,HIGH,LOURA,1,YES,BILLINGS
SINGLE,NY,0,3,0,500,3,NO,69304,CU14659,Male,Programmer/Developer,1500,NorthEast,0,0,No,13,1,20,53.16,14826,0,2,25,2,MEDIUM,SANFORD,0,NO,EARLY
DIVORCED,UT,0,4,2500,0,3,NO,79867,CU15953,Male,PROF-40,2500,Southwest,1,2500,No,5,5,52,53.22,31166.75,0,0,67,3,VERY HIGH,MARTY,1,YES,BURCH
MARRIED,NY,0,1,897,200,1,NO,70106,CU7663,Male,Plumber,2500,NorthEast,1,897,No,1,1,33,53.13,29326.5,0,1,25,2,HIGH,CONRAD,1,YES,ROSS
SINGLE,NY,0,3,0,0,3,NO,61032,CU7672,Male,Technical Writer,1500,NorthEast,0,0,No,3,1,22,53.03,12958,153,0,25,2,LOW,ED,0,YES,ROSS
SINGLE,NY,0,3,350,500,3,NO,56609,CU7679,Male,Programmer/Developer,1500,NorthEast,1,350,No,17,1,23,52.97,21952.25,127,2,25,2,MEDIUM,MARCELO,1,YES,BAGLEY
MARRIED,LA,0,3,900,250,3,NO,55393,CU7688,Male,PROF-18,1500,South,1,900,No,0,1,25,53.2,21848.25,0,2,25,3,MEDIUM,FRED,1,YES,TATE
SINGLE,CA,0,2,0,0,0,NO,59127,CU7696,Male,Technical Writer,1500,West,0,0,No,1,1,21,53.07,17881.75,0,0,25,1,MEDIUM,TAD,0,NO,COTE
MARRIED,FL,0,4,5939,3800,3,YES,83553,CU7738,Male,Cashier,3500,South,1,5939,Yes,13,1,37,56.15,25588.25,910,1,25,6,HIGH,WALTER,1,YES,MARCUS
SINGLE,MI,0,1,0,760,1,NO,58879,CU7764,Male,Programmer/Developer,700,Midwest,0,0,Yes,3,1,33,53.23,16519.75,309,1,69,3,MEDIUM,ALONSO,0,YES,RICHARDSON
MARRIED,MI,0,3,750,500,3,NO,71791,CU7794,Male,Programmer/Developer,1000,Midwest,1,750,Yes,4,1,20,53.09,25447.75,118,2,25,1,HIGH,PAT,1,YES,HOWELL
SINGLE,WI,0,3,0,500,3,NO,71570,CU7803,Male,Programmer/Developer,1000,Midwest,0,0,Yes,2,2,20,53.26,15392.5,0,2,25,3,MEDIUM,WILLIAM,0,NO,MAYS
MARRIED,FL,0,3,700,401,3,YES,60158,CU9435,Male,PROF-11,1000,South,1,700,No,16,3,30,53.09,18539.5,132,2,25,1,MEDIUM,RUSSELL,1,YES,EARL
SINGLE,IL,0,1,555,0,1,YES,70905,CU9443,Male,Waiter/Waitress,1000,Midwest,1,555,No,2,1,24,53.06,23626.25,0,0,25,0,HIGH,NUMBERS,1,YES,WINSTON
MARRIED,CA,0,3,1000,0,3,NO,59179,CU9478,Male,PROF-55,1000,West,1,1000,No,1,1,28,53.07,23094.75,0,1,25,1,HIGH,JOSE,1,YES,SIMMS
SINGLE,NC,0,3,250,750,3,NO,67272,CU9968,Male,Programmer/Developer,1000,South,1,250,No,2,1,25,53.1,24818,0,3,25,2,HIGH,VERNON,1,YES,DICKENS
DIVORCED,NY,0,1,3984,0,1,NO,64351,CU9969,Female,Construction Laborer,1000,NorthEast,1,3984,No,15,1,40,53.16,28587.75,329,1,322,2,HIGH,JANETT,1,YES,CUMMINGS
WIDOWED,UT,0,1,9000,19100,1,YES,73028,CU9970,Female,Author,4000,Southwest,1,3600,No,1,1,69,53.59,28657,2266,5,25,4,HIGH,CHAROLETTE,1,YES,GOINS
SINGLE,MI,0,2,0,0,0,NO,67547,CU9971,Male,Nurse,1000,Midwest,0,0,No,1,1,28,53.08,20686.75,0,0,25,1,MEDIUM,FEDERICO,0,NO,LEAVITT
MARRIED,CA,0,5,5000,18400,0,NO,63368,CU9973,Male,Nurse,900,West,1,3800,No,4,1,48,53.23,33142,924,5,414,3,VERY HIGH,ALBERTO,1,YES,TORREZ
SINGLE,CA,0,3,0,550,3,NO,62313,CU9974,Male,Programmer/Developer,1000,West,0,0,No,2,7,27,53.37,13778.25,7174,2,3674,3,LOW,TOBIAS,0,YES,GUZMAN
SINGLE,NV,0,2,0,0,0,NO,64617,CU9975,Male,IT Staff,700,Southwest,0,0,No,0,1,42,53.06,21354.25,502,1,25,0,MEDIUM,REGGIE,0,YES,LUDWIG
MARRIED,NY,0,5,1000,0,5,NO,62592,CU9976,Female,PROF-21,700,NorthEast,2,1000,No,1,1,38,53.07,31948,0,1,25,1,VERY HIGH,MELVA,2,YES,TRIMBLE
SINGLE,CA,0,4,0,450,4,NO,68749,CU9977,Male,Programmer/Developer,1000,West,0,0,Yes,16,9,26,53.11,13787.25,276,2,25,2,LOW,FREDRIC,0,YES,SANDS
MARRIED,NY,0,3,1000,1810,3,NO,67057,CU9979,Male,Software Engineer,1000,NorthEast,1,450,Yes,3,3,27,34.12,24964.25,1707,1,25,2,HIGH,GIUSEPPE,1,YES,DODGE
DIVORCED,MN,0,4,4400,12500,1,NO,95714,CU9980,Female,Not specified,3500,West,1,2000,No,2,1,51,56.11,39028.5,5145,2,3499,6,VERY HIGH,SANG,1,YES,WILLOUGHBY
DIVORCED,MO,0,5,3200,0,5,YES,65561,CU9981,Female,Homemaker,1000,Midwest,1,3200,No,4,1,35,53.56,17390.25,3383,0,3372,4,MEDIUM,ROSEANNE,1,YES,BLOCK
SINGLE,IL,0,3,350,0,3,NO,71891,CU9983,Male,Programmer/Developer,1000,Midwest,1,350,No,9,1,24,53.04,25872.75,0,1,25,2,HIGH,CYRUS,1,YES,BRANCH
SINGLE,OR,0,3,0,450,3,NO,68893,CU9985,Male,Programmer/Developer,1000,West,0,0,Yes,13,1,23,53.25,15023.25,113,2,25,3,MEDIUM,DOUGLASS,0,YES,ARAGON
MARRIED,NY,7242,5,9000,19000,5,NO,46992,CU9986,Female,Clerical,4000,NorthEast,1,5000,No,1,1,27,53.55,16948,7268,5,25,4,MEDIUM,ZELLA,1,YES,METZGER
SINGLE,MI,0,3,0,500,3,NO,60005,CU8348,Male,Programmer/Developer,1000,Midwest,0,0,No,12,1,22,53.03,12701.25,108,2,95,2,LOW,WILBER,0,YES,RUSH
SINGLE,MN,0,3,0,0,3,NO,66631,CU8349,Male,Childcare Worker,1000,West,0,0,No,0,1,23,53.06,14457.75,0,0,25,0,MEDIUM,MICHALE,0,NO,BARNARD
MARRIED,CA,0,5,1745,0,5,NO,74880,CU8350,Female,Administrative Assistant,1500,West,1,1745,No,2,1,39,53.08,25120,131,1,126,1,HIGH,DIA,1,YES,CONNORS
DIVORCED,MI,0,1,1910,1250,1,NO,61329,CU13492,Female,PROF-7,1000,Midwest,1,1910,No,12,1,33,53.1,27132.25,365,3,349,2,HIGH,SAMATHA,1,YES,JACOBS
SINGLE,NY,0,3,0,250,3,NO,60738,CU15652,Male,Programmer/Developer,1000,NorthEast,0,0,No,2,4,25,53.26,13184.5,126,2,25,3,LOW,TOMMY,0,YES,BALLARD
MARRIED,DC,0,3,850,0,3,NO,62783,CU15653,Male,First-line Manager,1000,NorthEast,1,850,No,2,4,24,53.09,23595.75,0,1,25,1,HIGH,VIRGIL,1,YES,WALKER
DIVORCED,MI,0,1,2000,1200,1,NO,54947,CU13187,Female,IT Staff,1500,Midwest,1,400,Yes,2,1,60,53.57,28236.75,589,3,416,4,HIGH,EMILIA,1,YES,MULLEN
SINGLE,NC,0,3,250,0,3,YES,63492,CU13188,Male,Programmer/Developer,1000,South,1,250,No,3,1,19,53.09,18273,0,1,25,1,MEDIUM,ABEL,1,YES,RUBIO
MARRIED,MI,0,3,700,650,3,YES,63967,CU13189,Male,Veterinarian,1000,Midwest,1,700,No,14,1,26,53.16,19091.75,4350,2,4339,2,MEDIUM,ROD,1,YES,STARKS
MARRIED,CA,0,3,700,600,3,NO,63949,CU13190,Male,Lab Technician,600,West,1,700,No,12,1,32,53.52,24687.25,493,2,333,4,HIGH,PALMER,1,YES,XIONG
MARRIED,NC,0,3,700,0,3,NO,68086,CU13191,Male,Mason,1000,South,1,700,No,0,1,29,53.06,25421.5,0,0,25,0,HIGH,JED,1,YES,BEYER
SINGLE,CA,0,1,0,0,1,NO,52359,CU12998,Male,PROF-5,2500,West,0,0,No,0,1,42,53.07,15789.75,205,0,25,1,MEDIUM,ROB,0,YES,LYTLE
SINGLE,NV,0,2,0,0,2,NO,75578,CU13000,Male,DBA,1500,Southwest,0,0,No,3,1,26,53.07,18494.5,265,0,25,1,MEDIUM,LEVI,0,YES,POTTS
SINGLE,NV,0,3,0,750,3,NO,68573,CU13963,Male,Programmer/Developer,1000,Southwest,0,500,Yes,1,1,22,53.48,14843.25,575,3,25,4,MEDIUM,CAROL,0,YES,DYE
MARRIED,NY,0,4,1000,0,3,NO,59251,CU13964,Female,Dentist,1000,NorthEast,1,1000,No,0,1,39,53.06,24712.75,0,0,25,0,HIGH,LYNDSAY,1,YES,ESPINOSA
SINGLE,CA,0,1,330,0,1,NO,59743,CU13966,Male,Nurse,600,West,1,330,No,3,1,40,53.07,27435.75,0,0,25,1,HIGH,WALLACE,1,YES,MEREDITH
SINGLE,MI,0,1,157,800,1,NO,67825,CU13967,Male,PROF-5,600,Midwest,1,157,No,1,1,82,53.6,33656.25,1148,3,1129,4,VERY HIGH,ROBIN,1,YES,MICHAELS
SINGLE,CA,0,3,0,450,3,NO,57720,CU14710,Male,Programmer/Developer,1000,West,0,0,No,12,1,20,53.27,11930,216,2,55,3,LOW,JIMMIE,0,YES,WEIR
SINGLE,DC,0,3,0,0,3,YES,66570,CU14881,Male,Programmer/Developer,1000,NorthEast,0,0,No,0,1,23,53.06,9442.5,0,1,25,0,LOW,COLUMBUS,0,NO,SOUSA
MARRIED,NY,0,3,700,500,3,YES,67714,CU14884,Male,Programmer/Developer,1000,NorthEast,1,700,No,14,2,26,52.86,20028.5,461,2,139,2,MEDIUM,ALEXANDER,1,YES,CORDOVA
SINGLE,IL,0,1,0,0,1,NO,61361,CU14885,Male,Nurse,1000,Midwest,0,0,No,1,1,28,53.07,16640.25,170,0,25,1,MEDIUM,GUS,0,YES,MESSER
MARRIED,MS,0,1,10000,9000,1,YES,62345,CU14887,Female,IT Staff,5000,South,1,3000,Yes,1,1,48,58.5,23886.25,4993,4,25,6,HIGH,BRONWYN,1,YES,HINOJOSA
SINGLE,CA,0,3,0,0,3,NO,61754,CU13608,Male,Programmer/Developer,1000,West,0,0,No,1,6,26,53.73,13538.5,0,0,25,4,LOW,ISSAC,0,NO,BLAKE
DIVORCED,NV,0,1,4500,5350,1,NO,73277,CU13609,Female,IT Staff,3500,Southwest,1,1500,Yes,3,1,44,55.46,31219.25,2943,4,574,5,VERY HIGH,BRITTA,1,YES,JOHNSON
SINGLE,CA,0,3,0,700,3,NO,63805,CU13615,Male,Programmer/Developer,1000,West,0,0,No,17,1,22,52.95,13651.25,449,3,25,2,LOW,TONEY,0,YES,ESTES
MARRIED,MI,0,1,6200,0,1,NO,82278,CU13616,Female,PROF-8,3500,Midwest,1,6200,No,0,1,39,53.12,32969.5,0,1,25,2,VERY HIGH,LUCINA,1,YES,FROST
SINGLE,NC,0,3,0,650,3,YES,71449,CU13618,Male,Programmer/Developer,1000,South,0,0,Yes,12,1,22,53.14,10562.25,1038,2,969,2,LOW,ODIS,0,YES,CUELLAR
MARRIED,NY,0,3,1000,750,3,YES,70641,CU13619,Male,Programmer/Developer,1000,NorthEast,1,1000,Yes,6,1,24,53.6,20560.25,300,3,54,4,MEDIUM,BO,1,YES,BOWMAN
MARRIED,NY,0,3,931,0,3,NO,71955,CU13620,Male,DBA,1000,NorthEast,1,931,No,2,6,22,53.2,25688.75,0,1,25,3,HIGH,MELVIN,1,YES,STUBBS
DIVORCED,NY,0,3,2800,2600,3,NO,62277,CU13621,Male,Fireman,1000,NorthEast,1,400,Yes,4,1,22,53.88,23269.25,540,1,25,4,HIGH,BO,1,YES,GUERRA
MARRIED,NY,0,5,1000,250,5,YES,63070,CU13622,Female,PROF-61,700,NorthEast,1,1000,Yes,9,1,46,53.21,17867.5,147,2,25,3,MEDIUM,EHTEL,1,YES,ELLER
MARRIED,NY,0,1,1483,3200,1,NO,62494,CU13624,Male,Clerical,1000,NorthEast,1,1000,No,2,3,29,55.75,27023.5,12344,1,25,6,HIGH,DARIO,1,YES,MARINO
MARRIED,NC,108,1,7500,6700,1,YES,63814,CU12890,Female,IT Staff,5000,South,1,2200,No,15,1,36,54.33,23053.5,11298,4,11011,5,HIGH,JULIE,1,YES,STALLINGS
DIVORCED,NY,0,3,3300,500,3,YES,59113,CU12891,Male,DBA,2000,NorthEast,1,3300,No,16,1,29,53.12,18178.25,3454,2,470,2,MEDIUM,TRAVIS,1,YES,ROBINSON
MARRIED,NY,0,1,5000,0,1,YES,57636,CU12892,Female,Truck Driver,3000,NorthEast,1,5000,No,2,1,34,53.04,21309,0,1,25,2,MEDIUM,IRENE,1,YES,JACOBSON
MARRIED,NY,0,5,1000,0,5,NO,71319,CU12894,Female,Construction Laborer,1000,NorthEast,1,1000,No,1,1,27,51.18,23029.75,0,1,25,2,HIGH,JEWELL,1,YES,STRICKLAND
DIVORCED,CA,0,4,3500,2800,4,NO,61408,CU12895,Female,Veterinarian,2000,West,1,3500,Yes,2,1,37,54.33,23052,1307,1,25,5,HIGH,DONNETTE,1,YES,JACOBSEN
DIVORCED,NY,0,1,2300,0,1,NO,55399,CU11631,Female,Plumber,1500,NorthEast,1,2300,Yes,4,2,39,54.01,26249.75,751,1,25,5,HIGH,CAROYLN,1,YES,TIPTON
MARRIED,MN,0,1,900,0,1,NO,69208,CU11639,Male,Waiter/Waitress,1000,West,1,900,No,0,1,29,53.73,28702,0,1,25,4,HIGH,BRODERICK,1,YES,STEVENS
MARRIED,NY,0,5,6000,3600,5,NO,51028,CU11660,Female,Truck Driver,4000,NorthEast,1,1800,Yes,4,4,48,53.63,20057,353,1,25,4,MEDIUM,SHARAN,1,YES,STONE
SINGLE,UT,0,1,300,0,1,NO,63958,CU15952,Male,Veterinarian,1500,Southwest,1,300,No,1,5,24,53.07,26889.5,0,0,25,1,HIGH,MICAH,1,YES,JACOBSON
DIVORCED,NY,0,1,2000,2700,1,YES,55701,CU13983,Female,IT Staff,1500,NorthEast,1,2000,Yes,2,1,41,55.69,21525.25,1377,1,25,6,MEDIUM,NEDRA,1,YES,NUNEZ
SINGLE,CA,0,2,0,0,0,NO,62354,CU14024,Male,Veterinarian,600,West,0,0,No,0,1,34,53.06,19988.5,0,0,25,0,MEDIUM,JACOB,0,NO,FAGAN
SINGLE,OR,0,3,0,500,3,NO,67366,CU14047,Male,Programmer/Developer,1000,West,0,0,No,2,1,20,53.21,14341.5,192,2,25,3,MEDIUM,TRINIDAD,0,YES,PAQUETTE
DIVORCED,NY,0,3,3500,0,3,NO,70097,CU14076,Male,Sales Representative,2000,NorthEast,1,3500,No,6,1,36,53.14,26624.25,286,0,277,2,HIGH,BARNEY,1,YES,SHERIDAN
DIVORCED,UT,0,1,2700,0,1,NO,54819,CU15902,Male,Homemaker,2500,Southwest,1,2700,No,0,5,41,53.06,26304.75,0,0,25,0,HIGH,TANNER,1,YES,AUSTIN
SINGLE,UT,0,2,0,0,0,NO,77011,CU15903,Male,Construction Laborer,2500,Southwest,0,0,No,2,5,33,53.07,23552.75,0,0,25,1,HIGH,DARNELL,0,NO,SCHMIDT
MARRIED,UT,0,1,1700,0,1,NO,63284,CU15904,Male,PROF-15,2500,Southwest,1,1700,No,0,5,62,53.06,30521,0,0,25,0,VERY HIGH,PIERRE,1,YES,SAMUEL
OTHER,UT,0,1,20000,7000,1,NO,78390,CU15905,Female,Author,4000,Southwest,1,2000,No,1,5,74,53.05,35497.5,205,4,25,2,VERY HIGH,SETSUKO,1,YES,HATTON
MARRIED,UT,0,1,5700,0,1,NO,87418,CU15906,Male,Veterinarian,4000,Southwest,1,5700,No,0,5,45,53.06,34854.5,0,0,25,0,VERY HIGH,DOYLE,1,YES,PRESLEY
MARRIED,MN,0,1,1500,1500,1,NO,66632,CU5836,Female,Dentist,900,West,1,300,No,11,0,34,53.57,28558,837,2,39,4,HIGH,JUSTINE,1,YES,MITCHELL
MARRIED,CA,0,1,7000,20800,1,YES,46462,CU5844,Female,IT Staff,5000,West,1,4900,Yes,15,2,31,56.3,18215.5,2025,1,36,6,MEDIUM,EDDIE,1,YES,BERNIER
DIVORCED,CA,0,2,2500,2150,2,YES,71077,CU5876,Male,Author,1000,West,1,700,Yes,4,0,57,53.87,25469.25,6012,1,5138,4,HIGH,CHESTER,1,YES,COLES
DIVORCED,NV,4943,1,3500,5700,1,YES,66298,CU5885,Male,Veterinarian,2000,Southwest,2,1400,No,2,0,40,54.59,34074.5,7576,4,85,5,VERY HIGH,GILBERTO,2,YES,MOSELEY
DIVORCED,NY,0,4,3500,10525,1,YES,80924,CU5894,Female,PROF-10,2000,NorthEast,1,2275,No,4,0,43,53.84,29531,3507,4,257,4,HIGH,LAKENDRA,1,YES,HACKETT
SINGLE,NY,0,2,0,0,0,YES,61220,CU5903,Male,Administrative Assistant,900,NorthEast,0,0,No,3,0,45,53.12,15805,618,1,88,2,MEDIUM,DAVID,0,YES,LATHAM
SINGLE,CA,0,2,0,0,0,YES,65134,CU5938,Male,Author,900,West,0,0,No,4,0,78,53.08,20083.5,514,0,25,1,MEDIUM,TEDDY,0,YES,MURILLO
SINGLE,UT,0,3,0,0,3,NO,56892,CU15907,Male,PROF-27,1500,Southwest,0,0,No,0,5,22,53.06,11923,0,0,25,0,LOW,HUMBERTO,0,NO,AMAYA
SINGLE,UT,0,5,120,0,5,NO,59108,CU15973,Female,Programmer/Developer,2500,Southwest,1,120,No,4,5,20,52.87,19277,0,0,25,2,MEDIUM,SHANA,1,YES,CONNORS
SINGLE,NY,0,3,250,0,3,NO,62843,CU11842,Male,PROF-57,1000,NorthEast,1,250,No,0,4,22,53.06,23410.75,0,0,25,0,HIGH,DYLAN,1,YES,KERN
MARRIED,NY,0,3,700,650,3,NO,66700,CU11843,Male,Programmer/Developer,1000,NorthEast,1,700,No,3,3,25,53.24,24675,0,2,36,3,HIGH,BRODERICK,1,YES,SPANN
MARRIED,FL,0,5,1781,0,5,NO,57330,CU11844,Female,PROF-7,1000,South,1,1781,No,0,4,37,53.06,20532.5,0,1,25,0,MEDIUM,DIANN,1,YES,ANDERSEN
MARRIED,NY,0,3,1188,1000,3,NO,58609,CU11845,Male,PROF-54,1000,NorthEast,1,1188,Yes,8,4,28,53.93,22952.25,0,3,25,4,HIGH,ROLAND,1,YES,GIPSON
DIVORCED,NY,0,1,2180,2700,1,YES,71975,CU11846,Female,PROF-39,1000,NorthEast,1,500,No,1,4,49,54.98,26393.75,13756,1,3683,5,HIGH,KAYLEE,1,YES,DALE
MARRIED,NY,0,2,700,0,0,YES,63769,CU2278,Male,PROF-6,500,NorthEast,1,700,No,2,2,23,53.07,24242.25,0,1,25,1,HIGH,DYLAN,1,YES,DELANEY
WIDOWED,NY,0,4,6000,4700,3,YES,59948,CU2286,Female,PROF-15,800,NorthEast,1,1300,Yes,4,4,65,54.72,22487,1958,1,427,5,HIGH,STARLA,1,YES,NOEL
SINGLE,MI,0,3,0,250,3,NO,63200,CU12788,Male,Programmer/Developer,1000,Midwest,0,0,No,1,1,23,53.86,13600,237,2,25,4,LOW,DEANDRE,0,YES,JEFFERS
MARRIED,MI,4887,1,930,750,1,YES,65819,CU12789,Female,Fireman,700,Midwest,1,930,No,14,1,44,53.12,24354.75,5403,3,503,2,HIGH,KATHLINE,1,YES,CORNELL
SINGLE,MI,0,2,0,0,0,NO,59327,CU12790,Male,Construction Laborer,700,Midwest,0,0,No,1,1,33,53.07,19131.75,0,0,25,1,MEDIUM,ARLIE,0,NO,PETERSON
DIVORCED,NY,0,3,3000,2650,3,YES,58484,CU12791,Male,Law Enforcement Officer,1000,NorthEast,1,450,Yes,2,9,23,54.91,17421,1218,1,764,5,MEDIUM,ALLAN,1,YES,KNOWLES
SINGLE,CA,473,3,250,550,3,NO,60982,CU12792,Male,Programmer/Developer,1000,West,1,250,No,15,1,21,53.3,22845.5,1660,2,128,3,HIGH,MAN,1,YES,CLEVELAND
SINGLE,NY,0,3,0,500,3,NO,71812,CU12794,Male,Programmer/Developer,1000,NorthEast,0,0,Yes,4,6,20,53.23,15453,130,2,30,3,MEDIUM,LYLE,0,YES,TREVINO
DIVORCED,CA,0,5,3000,0,5,NO,67290,CU12795,Female,IT Staff,1000,West,1,3000,No,1,1,43,53.05,23622.5,0,1,25,2,HIGH,ROMANA,1,YES,SANDERS
DIVORCED,MS,0,2,2500,3500,1,YES,64494,CU12797,Male,Waiter/Waitress,1000,South,1,2500,Yes,2,1,22,56.98,22323.5,1156,1,25,6,HIGH,JAIME,1,YES,CRISP
DIVORCED,NV,0,3,2000,0,3,NO,62321,CU13470,Male,Programmer/Developer,1000,Southwest,1,2000,No,1,1,24,53.13,23480.25,0,1,25,2,HIGH,ROBIN,1,YES,MANSFIELD
MARRIED,NY,0,4,1500,300,6,YES,63153,CU13471,Female,PROF-37,1000,NorthEast,1,1500,No,6,1,50,53.09,15788.25,168,2,149,1,MEDIUM,TINY,1,YES,SHELTON
SINGLE,NY,0,5,0,600,5,YES,59407,CU13472,Female,Programmer/Developer,1000,NorthEast,0,0,Yes,3,1,22,53.32,4551.75,371,2,25,3,LOW,JEANETTA,0,YES,VILLALOBOS
MARRIED,NY,0,1,8000,11500,1,YES,72195,CU13474,Male,PROF-25,4000,NorthEast,2,3300,Yes,5,2,0,53.13,0,1320,4,25,2,LOW,AMBROSE,2,YES,HORNER
SINGLE,UT,0,1,0,2854,1,YES,64498,CU13475,Male,Cashier,700,Southwest,0,454,No,1,1,55,53.2,15124.5,515,1,25,3,MEDIUM,LAZARO,0,YES,SHIELDS
MARRIED,MI,0,3,700,251,3,NO,63692,CU13476,Male,PROF-4,1000,Midwest,1,700,No,9,1,25,53.11,23923,561,2,548,2,HIGH,TANNER,1,YES,STREETER
SINGLE,CA,0,4,0,4700,2,YES,60934,CU13477,Male,Not specified,800,West,0,1300,No,3,1,49,53.24,13133.5,1285,2,25,3,LOW,ALEJANDRO,0,YES,PATE
SINGLE,CA,0,3,0,700,3,NO,61310,CU13478,Male,Programmer/Developer,1000,West,0,0,Yes,6,2,24,53.43,13227.5,384,3,25,4,LOW,DALTON,0,YES,DIETZ
MARRIED,OR,0,5,1000,0,5,NO,65073,CU13479,Female,Truck Driver,700,West,1,1000,No,7,1,32,53.27,21968.25,5691,1,5640,3,MEDIUM,TONYA,1,YES,LEDBETTER
SINGLE,AZ,0,2,250,750,2,NO,61018,CU13481,Female,Programmer/Developer,700,Southwest,1,250,No,9,1,35,53.12,25754.5,1078,3,808,2,HIGH,BETTY,1,YES,NIELSEN
MARRIED,NY,0,4,1250,750,6,YES,64478,CU13482,Female,Construction Laborer,700,NorthEast,1,1250,No,1,3,57,53.05,16819.5,107,3,25,2,MEDIUM,MARGARITE,1,YES,NUNN
SINGLE,MI,0,3,444,750,3,NO,60797,CU13484,Male,Programmer/Developer,1000,Midwest,1,444,No,13,3,24,52.92,23099.25,138,1,25,2,HIGH,CLEO,1,YES,BOND
MARRIED,NY,0,3,1000,0,3,NO,58960,CU13486,Male,Truck Driver,1000,NorthEast,1,1000,No,1,1,24,53.07,22640,0,1,25,1,HIGH,DIRK,1,YES,COATS
SINGLE,IL,0,1,300,0,1,NO,65739,CU13487,Male,Nurse,1000,Midwest,1,300,No,0,1,27,53.06,27634.75,0,0,25,0,HIGH,WILL,1,YES,LANE
SINGLE,CA,0,1,150,660,1,NO,59753,CU13488,Male,Programmer/Developer,1000,West,1,150,Yes,1,1,30,53.78,26438.25,455,2,25,4,HIGH,JOEL,1,YES,AVILA
DIVORCED,MI,0,1,3500,2350,1,NO,65624,CU13489,Male,IT Staff,1000,Midwest,1,3500,Yes,3,1,30,54.9,27906,1166,1,25,5,HIGH,JULES,1,YES,MEJIA
DIVORCED,CA,0,1,3000,0,1,YES,70579,CU13490,Female,Technical Writer,1000,West,1,3000,No,0,1,24,53.06,23544.75,0,1,25,0,HIGH,ETHEL,1,YES,SHAFER
SINGLE,CA,0,3,0,0,3,NO,58863,CU13491,Male,Programmer/Developer,1000,West,0,0,No,0,1,28,53.06,13015.75,0,1,25,0,LOW,CHANCE,0,NO,MCGRATH
SINGLE,CA,0,3,500,700,3,NO,59915,CU13493,Male,Programmer/Developer,1000,West,1,500,Yes,0,1,24,53.49,22878.75,504,3,140,4,HIGH,BURTON,1,YES,COLLIER
MARRIED,MN,0,3,1000,700,3,NO,62525,CU13494,Male,Programmer/Developer,1000,West,1,1000,Yes,6,1,24,53.41,23531.25,343,3,25,4,HIGH,ZACK,1,YES,ADAMS
SINGLE,WI,0,3,0,0,3,YES,59756,CU13495,Male,Programmer/Developer,1000,Midwest,0,0,No,1,1,21,53.07,7539,0,1,25,1,LOW,RENE,0,NO,STUBBS
MARRIED,MI,0,5,1243,1250,5,YES,67204,CU13496,Female,DBA,1000,Midwest,2,200,No,4,1,28,53.94,27101,8834,3,8190,4,HIGH,LEATRICE,2,YES,KOHLER
SINGLE,DC,0,3,0,750,3,NO,70661,CU13497,Male,Programmer/Developer,1000,NorthEast,0,0,No,9,1,22,53.01,15365.25,211,3,25,2,MEDIUM,NEAL,0,YES,PURVIS
DIVORCED,MI,0,1,4000,3750,1,YES,65658,CU13498,Female,IT Staff,1000,Midwest,1,500,Yes,9,1,40,56.27,23914.5,1095,1,50,6,HIGH,MERRILEE,1,YES,LEE
MARRIED,DC,0,1,700,0,1,NO,64018,CU13500,Male,Waiter/Waitress,700,NorthEast,1,700,No,0,1,39,53.06,28404.5,0,1,25,0,HIGH,FREDERIC,1,YES,WATKINS
SINGLE,OR,0,3,0,450,3,NO,60250,CU13504,Male,Programmer/Developer,1000,West,0,0,Yes,7,1,28,53.35,13362.5,144,1,25,3,LOW,TIMOTHY,0,YES,GALINDO
MARRIED,MI,0,3,920,500,3,NO,58881,CU13505,Male,Programmer/Developer,1000,Midwest,1,920,Yes,1,1,29,53.43,23120.25,255,2,25,4,HIGH,EMERY,1,YES,STAMPER
